nes_NAS_1_vs_NAS_0	fdr_NAS_1_vs_NAS_0	nes_NAS_2_vs_NAS_1	fdr_NAS_2_vs_NAS_1	nes_NAS_3_vs_NAS_2	fdr_NAS_3_vs_NAS_2	nes_NAS_4_vs_NAS_3	fdr_NAS_4_vs_NAS_3	nes_NAS_5_vs_NAS_4	fdr_NAS_5_vs_NAS_4	nes_NAS_6_vs_NAS_5	fdr_NAS_6_vs_NAS_5	nes_NAS_7_vs_NAS_6	fdr_NAS_7_vs_NAS_6
TSHZ3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TTF1	1.717496942518	0.269783745018326	-1.41204293818504	0.597746905470603	1.22677376333177	0.978420451943337	0.250084813214426	0.882773936217553	-0.332918907987287	0.845317622017882	0.786685562963987	0.962321347823288	0.286797160129353	0.920736683255663
TWIST1	0.345644993860211	0.89321949000788	0.0693516529339791	0.978228375757783	-0.489567083261686	0.978420451943337	2.01432515566994	0.140859072686222	0.393312975993579	0.81549675609875	1.63507277924834	0.962321347823288	0.571767127269802	0.815279498415149
TWIST2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UBTF	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UNCX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
URI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
USF1	1.99980244331634	0.201146197857909	1.74780476612439	0.531285742331078	0.522331047598318	0.978420451943337	1.4249973237058	0.337961307305225	2.02153923007156	0.144706353090231	-0.166001871065744	0.976172081720909	1.17308169503834	0.573363543269703
USF2	1.59086233220631	0.305645369430874	-0.176298573686652	0.966397351123826	0.0660626146596832	0.978420451943337	-0.692726781051967	0.669411677090801	1.33044086418812	0.349617375346128	-0.977506996658195	0.962321347823288	1.44696113825837	0.449561890406897
UTF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VAX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VAX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VDR	1.12988993571511	0.50183799847172	0.364053416952745	0.928846269587052	0.0178190550281438	0.985783203458773	1.29431881917005	0.370272775519231	1.35963869753968	0.334977289972483	-0.432704630958584	0.976172081720909	1.05619559853234	0.626611661051698
VENTX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VEZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VHL	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VSX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VSX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WNT3A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WT1	1.93076784941586	0.21686348067612	-0.609097477127045	0.901497990425312	-0.458752791841091	0.978420451943337	1.54869525323315	0.298469191077721	1.92781058853431	0.163762860988124	-0.533088925645866	0.976172081720909	1.10463625358559	0.615963182073338
WWTR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
XBP1	1.32688134862737	0.399064885236904	-2.34681402873023	0.273369772984243	1.21736707104042	0.978420451943337	-0.502287508157715	0.756236612492266	0.139067249327821	0.951160689063676	0.355600319254944	0.976172081720909	1.3116386123972	0.509040346928111
XPC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YBX1	1.23834963666722	0.442110120316448	-0.487981896031813	0.928846269587052	-0.3034580752521	0.978420451943337	-0.692847525801131	0.669411677090801	-1.2232081929244	0.399289043822733	1.01266905407559	0.962321347823288	0.737309053922351	0.737725947668591
YBX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YBX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YY1	1.17837107418876	0.475240091987275	-0.172660794005706	0.966397351123826	-0.629759243942146	0.978420451943337	-1.03902600290229	0.500152902534953	0.180679250769347	0.924668546613414	-0.940167583936324	0.962321347823288	-0.282910752203932	0.920736683255663
YY2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBED1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBED6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB12	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB16	-0.298113280591416	0.89321949000788	0.713092610093797	0.870022825574295	-0.333311720684307	0.978420451943337	1.48843848750893	0.309438751716182	1.55707837271189	0.280323623403547	-0.379751715017907	0.976172081720909	0.392224719420057	0.879308069399151
ZBTB17	1.35886925996102	0.394484636475416	0.164564886461415	0.966397351123826	-0.623817355736911	0.978420451943337	2.90403662507546	0.024246418698591	0.000103562712097606	0.99991736891109	-0.313496320911717	0.976172081720909	1.6921149562818	0.36392249180978
ZBTB18	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB20	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB22	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB32	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB33	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB38	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB44	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB48	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB7A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB7B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB7C	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB8A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZBTB8B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZC3H8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZEB1	-0.995625679971293	0.567606185867545	0.390928003224612	0.928846269587052	-0.519512829982336	0.978420451943337	0.0903683604690758	0.956994326559724	-0.305403867490618	0.852298695098072	0.165593952122721	0.976172081720909	0.19287939816394	0.945245380690548
ZEB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFAT	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFHX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFHX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFHX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFP42	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFP57	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFP64	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFP90	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFPM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFPM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZFX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZGLP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZGPAT	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZHX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZHX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZHX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZIC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZIC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZIC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZIK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZKSCAN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZKSCAN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZKSCAN7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZMIZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZMYND11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZMYND8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF134	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF135	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF140	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF143	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF148	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF16	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF160	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF165	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF174	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF175	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF184	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF189	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF195	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF20	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF202	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF205	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF217	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF219	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF224	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF230	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF236	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF239	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF24	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF250	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF256	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF260	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF263	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF266	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF267	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF268	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF274	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF277	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF281	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF292	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF296	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF300	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF304	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF316	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF32	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF322	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF331	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF335	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF350	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF354C	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF362	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF382	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF383	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF384	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF395	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF398	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF410	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF417	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF419	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF423	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF431	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF436	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF444	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF451	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF461	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF492	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF503	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF512B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF513	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF521	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF569	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF571	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF652	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF653	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF667	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF671	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF692	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF699	0.762539865237482	0.681257842626825	0.792980579014497	0.844609323686302	-0.462260718208807	0.978420451943337	-1.14871655050173	0.442026221807326	2.21863291975661	0.102070075958333	-0.211318484843678	0.976172081720909	1.03989969270151	0.626611661051698
ZNF711	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF746	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF750	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF76	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF77	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF79	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF804A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF85	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF91	-1.08202973408438	0.533093239557383	0.720474956085745	0.870022825574295	0.431181155703499	0.978420451943337	-0.209143322602269	0.896426503307891	1.07612167095695	0.46179168207317	-1.34787923293399	0.962321347823288	-0.573060662392064	0.815279498415149
ZSCAN10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZSCAN18	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZSCAN21	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZSCAN26	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZSCAN9	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZXDA	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ZXDC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
